policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
424793,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,20170.81,0,0,0,0,30.183145,-82.636545,Residential,Wood,4
256213,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,24969.08,0,0,0,0,30.1799,-82.66905,Residential,Wood,3
155199,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,27389.44,0,0,0,0,30.188485,-82.6921,Residential,Wood,4
830871,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,23608.18,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
757768,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,14548.41,0,0,0,0,30.17262,-82.66527,Residential,Wood,3
176583,FL,COLUMBIA COUNTY,0,344852.16,0,0,344852.16,433818.5,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
678864,FL,COLUMBIA COUNTY,0,68970.43,0,0,68970.43,96002.7,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
854000,FL,COLUMBIA COUNTY,0,91960.58,0,0,91960.58,80292.62,0,0,0,0,30.18948,-82.61728,Residential,Wood,3
631978,FL,COLUMBIA COUNTY,0,25748.96,0,0,25748.96,36460.53,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
967058,FL,COLUMBIA COUNTY,0,25105.24,0,0,25105.24,30475.72,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
878374,FL,COLUMBIA COUNTY,0,38623.44,0,0,38623.44,60957.06,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
113053,FL,COLUMBIA COUNTY,0,9196.06,0,0,9196.06,7797.29,0,0,0,0,30.18883,-82.62323,Residential,Wood,4
288738,FL,COLUMBIA COUNTY,0,9196.06,0,0,9196.06,12297.35,0,0,0,0,30.195425,-82.636865,Residential,Wood,4
594369,FL,COLUMBIA COUNTY,0,38623.44,0,0,38623.44,42941.54,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
706890,FL,COLUMBIA COUNTY,0,45980.29,0,0,45980.29,63408.66,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
536032,FL,COLUMBIA COUNTY,0,137940.86,0,0,137940.86,213321.55,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
747825,FL,COLUMBIA COUNTY,0,27944.98,0,0,27944.98,47665.19,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
608124,FL,COLUMBIA COUNTY,0,22356.54,0,0,22356.54,37227.66,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
934739,FL,COLUMBIA COUNTY,0,89423.38,0,0,89423.38,126691.92,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
757078,FL,COLUMBIA COUNTY,0,16767.17,0,0,16767.17,16711.17,0,0,0,0,30.175568,-82.588203,Residential,Wood,4
956518,FL,COLUMBIA COUNTY,0,12250.99,0,0,12250.99,17567.13,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
548584,FL,COLUMBIA COUNTY,0,30686.32,0,0,30686.32,40211.36,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
132904,FL,COLUMBIA COUNTY,0,59774.37,0,0,59774.37,50210.47,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
111857,FL,COLUMBIA COUNTY,0,32186.2,0,0,32186.2,38484.4,0,0,0,0,30.2988,-82.6063,Residential,Wood,4
388383,FL,COLUMBIA COUNTY,0,11549.33,0,0,11549.33,16277.72,0,0,0,0,30.16482,-82.64361,Residential,Wood,4
276410,FL,BRADFORD COUNTY,2070,2070,2070,2070,2070,1875.38,0,0,0,0,30.043814,-82.075211,Residential,Wood,1
546756,FL,BRADFORD COUNTY,0,42481.06,0,0,42481.06,44399.5,0,0,0,0,30.045353,-82.073212,Residential,Wood,1
669229,FL,MADISON COUNTY,321053.4,321053.4,321053.4,321053.4,321053.4,518064.61,0,0,0,0,30.422401,-83.30024,Residential,Wood,1
766573,FL,MADISON COUNTY,132651,132651,132651,132651,132651,220996.57,0,0,0,0,30.416973,-83.30043,Residential,Wood,1
765578,FL,MADISON COUNTY,23400,23400,23400,23400,23400,18558.54,0,0,0,0,30.41388,-83.298165,Residential,Wood,3
166613,FL,MADISON COUNTY,0,0,0,0,5932213.89,9630000,0,0,0,0,30.3969,-83.2753,Commercial,Reinforced Masonry,4
883261,FL,MADISON COUNTY,977330.7,977330.7,0,0,977330.7,790445.52,0,0,0,0,30.3969,-83.2753,Residential,Masonry,4
842655,FL,MADISON COUNTY,0,1222262.42,0,0,1222262.42,1186037.01,0,0,0,0,30.423132,-83.306053,Residential,Masonry,1
248167,FL,SUWANNEE COUNTY,493833.6,493833.6,493833.6,493833.6,493833.6,694889.06,0,0,0,0,30.323061,-82.853531,Residential,Masonry,3
976562,FL,SUWANNEE COUNTY,305427.6,305427.6,0,0,305427.6,269112.26,0,0,0,0,30.377098,-83.173874,Residential,Wood,1
620457,FL,SUWANNEE COUNTY,288279,288279,0,0,288279,264045.11,0,0,0,0,30.297314,-82.96032,Residential,Wood,3
336697,FL,SUWANNEE COUNTY,0,910695.68,0,0,910695.68,847083.59,0,0,0,0,30.244864,-82.873199,Residential,Masonry,3
648295,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,14922.01,0,0,0,0,30.2885,-83.0554,Residential,Wood,4
858080,FL,SUWANNEE COUNTY,0,7571.54,0,0,7571.54,6481.05,0,0,0,0,30.304321,-83.012032,Residential,Wood,3
579910,FL,SUWANNEE COUNTY,0,702715.18,0,0,702715.18,644961.83,0,0,0,0,30.304321,-83.012032,Residential,Masonry,3
735184,FL,SUWANNEE COUNTY,0,132894.53,0,0,132894.53,153444.94,0,0,0,0,30.242275,-82.864685,Residential,Wood,3
420445,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,18409.67,0,0,0,0,30.2885,-83.0554,Residential,Wood,4
373504,FL,SUWANNEE COUNTY,0,113441.57,0,0,113441.57,141507.02,0,0,0,0,30.296335,-83.0299,Residential,Wood,1
266080,FL,SUWANNEE COUNTY,0,123449.03,0,0,123449.03,205071.55,0,0,0,0,30.296747,-82.977993,Residential,Wood,3
178535,FL,SUWANNEE COUNTY,0,701414.94,0,0,701414.94,951909.86,0,0,0,0,30.2885,-83.0554,Residential,Masonry,4
574531,FL,BAKER COUNTY,67590,67590,67590,67590,67590,57465.83,0,0,0,0,30.28364,-82.12209,Residential,Wood,3
606491,FL,BAKER COUNTY,14670,14670,14670,14670,14670,15491.3,0,0,0,0,30.283901,-82.122543,Residential,Wood,3
885991,FL,BAKER COUNTY,0,1449866.88,0,0,1449866.88,1338076.34,0,0,0,0,30.285202,-82.105835,Residential,Masonry,1
908170,FL,BAKER COUNTY,0,1849.32,0,0,1849.32,1987.47,0,0,0,0,30.285202,-82.105835,Residential,Wood,1
487022,FL,BAKER COUNTY,0,372637.98,0,0,372637.98,295022.71,0,0,0,0,30.285202,-82.105835,Residential,Masonry,1
723719,FL,BAKER COUNTY,0,211747.14,0,0,211747.14,369024.45,0,0,0,0,30.285257,-82.139542,Residential,Wood,1
628922,FL,BAKER COUNTY,0,6472.62,0,0,6472.62,4657.86,0,0,0,0,30.285257,-82.139542,Residential,Wood,1
232316,FL,BAKER COUNTY,2476576.8,2476576.8,0,0,2476576.8,2011109.14,0,0,0,0,30.2763,-82.1278,Commercial,Reinforced Masonry,4
151933,FL,BAKER COUNTY,0,34713.82,0,0,34713.82,44497.57,0,0,0,0,30.30646,-82.1309,Residential,Wood,1
225577,FL,BAKER COUNTY,0,17198.19,0,0,17198.19,19900.03,0,0,0,0,30.30646,-82.1309,Residential,Wood,1
443296,FL,BAKER COUNTY,0,14453.8,0,0,14453.8,25187.77,0,0,0,0,30.288778,-82.125183,Residential,Wood,1
747464,FL,BAKER COUNTY,0,796867.35,0,0,796867.35,1238331.86,0,0,0,0,30.27934,-82.13954,Residential,Masonry,3
548566,FL,BAKER COUNTY,0,1125.2,0,0,1125.2,1040.28,0,0,0,0,30.288778,-82.125183,Residential,Wood,1
510281,FL,BAKER COUNTY,0,59097.75,0,0,59097.75,72289.55,0,0,0,0,30.27934,-82.13954,Residential,Wood,3
481334,FL,BAKER COUNTY,0,58547.04,0,0,58547.04,78757.48,0,0,0,0,30.28581,-82.12991,Residential,Wood,1
621142,FL,BAKER COUNTY,0,2790.13,0,0,2790.13,3172.8,0,0,0,0,30.288778,-82.125183,Residential,Wood,1
907206,FL,BAKER COUNTY,0,12087.22,0,0,12087.22,12932.89,0,0,0,0,30.288778,-82.125183,Residential,Wood,1
963412,FL,BAKER COUNTY,0,5324.12,0,0,5324.12,3869.4,0,0,0,0,30.288778,-82.125183,Residential,Wood,1
561805,FL,BAKER COUNTY,0,1863.44,0,0,1863.44,3091.08,0,0,0,0,30.34208,-82.11369,Residential,Wood,4
177053,FL,BAKER COUNTY,0,75825.74,0,0,75825.74,118661.22,0,0,0,0,30.34208,-82.11369,Residential,Wood,4
888564,FL,BAKER COUNTY,0,228.7,0,0,228.7,263.6,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
399592,FL,BAKER COUNTY,0,3210.02,0,0,3210.02,2770.49,0,0,0,0,30.29615,-82.12523,Residential,Wood,4
616030,FL,BAKER COUNTY,0,5962.65,0,0,5962.65,9177.71,0,0,0,0,30.34208,-82.11369,Residential,Wood,4
671336,FL,BAKER COUNTY,0,910.22,0,0,910.22,1329.26,0,0,0,0,30.2763,-82.1278,Residential,Wood,3
914194,FL,BAKER COUNTY,0,910.22,0,0,910.22,1033.53,0,0,0,0,30.2763,-82.1278,Residential,Wood,3
632104,FL,BAKER COUNTY,0,9660.26,0,0,9660.26,9621.62,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
895447,FL,BAKER COUNTY,0,1585.34,0,0,1585.34,1968.83,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
969519,FL,BAKER COUNTY,0,11880.48,0,0,11880.48,13693.44,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
149119,FL,BAKER COUNTY,0,8370.4,0,0,8370.4,6178.61,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
804466,FL,BAKER COUNTY,0,48183.3,0,0,48183.3,65695.04,0,0,0,0,30.283884,-82.117729,Residential,Wood,3
688199,FL,BAKER COUNTY,0,2706.89,0,0,2706.89,2759.65,0,0,0,0,30.283066,-82.11853,Residential,Wood,1
977912,FL,BAKER COUNTY,0,4665.47,0,0,4665.47,5262.65,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
312530,FL,BAKER COUNTY,0,79587.39,0,0,79587.39,116057.51,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
154572,FL,BAKER COUNTY,0,19210.75,0,0,19210.75,33549.65,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
299157,FL,BAKER COUNTY,0,14453.8,0,0,14453.8,15369.13,0,0,0,0,30.284683,-82.13044,Residential,Wood,3
358433,FL,BAKER COUNTY,0,631.21,0,0,631.21,659.24,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
131991,FL,BAKER COUNTY,0,1209270.9,0,0,1209270.9,1100339.77,0,0,0,0,30.2763,-82.1278,Residential,Masonry,3
844614,FL,BAKER COUNTY,0,101097.02,0,0,101097.02,151485.4,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
735501,FL,BAKER COUNTY,0,86949.68,0,0,86949.68,111810.33,0,0,0,0,30.28179,-82.123635,Residential,Wood,3
703956,FL,BAKER COUNTY,0,403517.2,0,0,403517.2,449453.6,0,0,0,0,30.28421,-82.11887,Residential,Masonry,1
547680,FL,BAKER COUNTY,0,384.21,0,0,384.21,345.57,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
562722,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,37800.06,0,0,0,0,30.18916,-82.16506,Residential,Wood,3
820860,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,63980.76,0,0,0,0,30.2892,-82.12574,Residential,Wood,3
894562,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,74512.99,0,0,0,0,30.286295,-82.134045,Residential,Wood,3
577091,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,72779.5,0,0,0,0,30.285185,-82.122395,Residential,Wood,3
755818,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,45436.16,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
839723,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,68771.25,0,0,0,0,30.27341,-82.12988,Residential,Wood,3
118899,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,63744.12,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
612231,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,51958.85,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
163526,FL,BAKER COUNTY,0,45932.5,0,0,45932.5,73699.25,0,0,0,0,30.2763,-82.1278,Residential,Wood,4
278995,FL,BAKER COUNTY,0,37894.32,0,0,37894.32,31070.91,0,0,0,0,30.282595,-82.121315,Residential,Wood,1
875706,FL,BAKER COUNTY,0,126314.39,0,0,126314.39,170615.37,0,0,0,0,30.282627,-82.126732,Residential,Wood,3
712263,FL,BAKER COUNTY,0,114440.68,0,0,114440.68,99204.96,0,0,0,0,30.27275,-82.120175,Residential,Wood,4
241888,FL,BAKER COUNTY,0,292819.71,0,0,292819.71,367252.14,0,0,0,0,30.27275,-82.120175,Residential,Wood,4
115934,FL,BAKER COUNTY,0,918650.08,0,0,918650.08,1442513.96,0,0,0,0,30.27275,-82.120175,Residential,Masonry,4
214979,FL,BAKER COUNTY,0,172246.89,0,0,172246.89,237377.74,0,0,0,0,30.27275,-82.120175,Residential,Wood,4
601369,FL,BAKER COUNTY,0,459325.04,0,0,459325.04,633532.33,0,0,0,0,30.2763,-82.1278,Residential,Masonry,4
859735,FL,BAKER COUNTY,0,28707.81,0,0,28707.81,34173.78,0,0,0,0,30.281875,-82.129915,Residential,Wood,3
868972,FL,BAKER COUNTY,0,38468.47,0,0,38468.47,41003.54,0,0,0,0,30.285891,-82.126137,Residential,Wood,1
369631,FL,BAKER COUNTY,0,10396.08,0,0,10396.08,16937.5,0,0,0,0,30.280439,-82.12191,Residential,Wood,3
130797,FL,SUWANNEE COUNTY,2348172,2348172,2348172,2348172,2348172,3324307.1,0,0,0,0,30.298153,-82.983376,Commercial,Reinforced Masonry,1
770857,FL,SUWANNEE COUNTY,0,43459.02,0,0,43459.02,61746.58,0,0,0,0,30.292645,-82.975212,Residential,Wood,1
834275,FL,SUWANNEE COUNTY,0,12020.58,0,0,12020.58,16629.19,0,0,0,0,30.292645,-82.975212,Residential,Wood,1
102432,FL,SUWANNEE COUNTY,63396,63396,63396,63396,63396,94316.64,0,0,0,0,30.280264,-82.996193,Residential,Wood,1
776440,FL,SUWANNEE COUNTY,76779,76779,76779,76779,76779,85471.3,0,0,0,0,30.280264,-82.996193,Residential,Wood,1
945568,FL,SUWANNEE COUNTY,244701,244701,244701,244701,244701,196108.28,0,0,0,0,30.28277,-82.992149,Residential,Wood,1
132404,FL,SUWANNEE COUNTY,20826,20826,20826,20826,20826,28390.67,0,0,0,0,30.28277,-82.992149,Residential,Wood,1
395018,FL,SUWANNEE COUNTY,677898,677898,677898,677898,677898,807315.51,0,0,0,0,30.28277,-82.992149,Residential,Masonry,1
248575,FL,SUWANNEE COUNTY,1216161,1216161,1216161,1216161,1216161,1754044.69,0,0,0,0,30.28277,-82.992149,Residential,Masonry,1
812631,FL,SUWANNEE COUNTY,2493,2493,2493,2493,2493,2689.15,0,0,0,0,30.28277,-82.992149,Residential,Wood,1
220621,FL,SUWANNEE COUNTY,6462,6462,6462,6462,6462,6245.57,0,0,0,0,30.28277,-82.992149,Residential,Wood,1
139061,FL,SUWANNEE COUNTY,19890,19890,19890,19890,19890,24338.2,0,397.8,0,0,30.28277,-82.992149,Residential,Wood,1
419108,FL,SUWANNEE COUNTY,94428,94428,94428,94428,94428,83927.61,0,0,0,0,30.28277,-82.992149,Residential,Wood,1
391574,FL,SUWANNEE COUNTY,2493,2493,2493,2493,2493,4357.44,0,0,0,0,30.284014,-82.996185,Residential,Wood,1
449147,FL,SUWANNEE COUNTY,5967,5967,5967,5967,5967,7703.87,0,0,0,0,30.284014,-82.996185,Residential,Wood,1
998635,FL,SUWANNEE COUNTY,18900000,18900000,18900000,18900000,18900000,21420000,0,0,0,0,30.284702,-82.989166,Commercial,Reinforced Concrete,1
437290,FL,SUWANNEE COUNTY,3609198,3609198,3609198,3609198,3609198,3013535.96,0,0,0,0,30.284702,-82.989166,Commercial,Reinforced Masonry,1
395835,FL,SUWANNEE COUNTY,6649758,6649758,6649758,6649758,6649758,8312037.91,0,0,0,0,30.284702,-82.989166,Commercial,Reinforced Masonry,1
613321,FL,SUWANNEE COUNTY,75969,75969,75969,75969,75969,103997.76,0,0,0,0,30.284702,-82.989166,Residential,Wood,1
865150,FL,SUWANNEE COUNTY,2493,2493,2493,2493,2493,3497.7,0,0,0,0,30.284702,-82.989166,Residential,Wood,1
635664,FL,SUWANNEE COUNTY,7461,7461,7461,7461,7461,8149.76,0,0,0,0,30.284702,-82.989166,Residential,Wood,1
529300,FL,SUWANNEE COUNTY,198954,198954,198954,198954,198954,237294.82,0,0,0,0,30.284702,-82.989166,Residential,Wood,1
430318,FL,SUWANNEE COUNTY,258633,258633,258633,258633,258633,383294.11,0,0,0,0,30.284702,-82.989166,Residential,Wood,1
441395,FL,SUWANNEE COUNTY,11520,11520,11520,11520,11520,10477.95,0,230.4,0,0,30.284702,-82.989166,Residential,Wood,1
294015,FL,SUWANNEE COUNTY,38385,38385,38385,38385,38385,31001.11,0,767.7,0,0,30.284702,-82.989166,Residential,Wood,1
950097,FL,SUWANNEE COUNTY,3029976,3029976,3029976,3029976,3029976,3010396.29,0,0,0,0,30.277422,-82.996208,Commercial,Reinforced Masonry,1
110324,FL,SUWANNEE COUNTY,538857,538857,538857,538857,538857,525967.54,0,0,0,0,30.277422,-82.996208,Residential,Masonry,1
416938,FL,SUWANNEE COUNTY,1172421,1172421,1172421,1172421,1172421,1712133.28,0,0,0,0,30.277422,-82.996208,Residential,Masonry,1
586755,FL,SUWANNEE COUNTY,2930220,2930220,2930220,2930220,2930220,4538280.78,0,58604.4,0,0,30.277422,-82.996208,Commercial,Reinforced Masonry,1
863494,FL,SUWANNEE COUNTY,1978974,1978974,1978974,1978974,1978974,2179396.57,0,0,0,0,30.277422,-82.996208,Commercial,Reinforced Masonry,1
574538,FL,SUWANNEE COUNTY,1831842,1831842,1831842,1831842,1831842,1360956.02,0,0,0,0,30.277422,-82.996208,Commercial,Reinforced Masonry,1
514370,FL,SUWANNEE COUNTY,460881,460881,460881,460881,460881,675946.51,0,0,0,0,30.277422,-82.996208,Residential,Masonry,1
373414,FL,SUWANNEE COUNTY,66132,66132,66132,66132,66132,64090.31,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
997019,FL,SUWANNEE COUNTY,66132,66132,66132,66132,66132,67076.89,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
910144,FL,SUWANNEE COUNTY,66132,66132,66132,66132,66132,83169.59,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
552357,FL,SUWANNEE COUNTY,2493,2493,2493,2493,2493,2354.26,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
655342,FL,SUWANNEE COUNTY,24867,24867,24867,24867,24867,22753.11,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
897773,FL,SUWANNEE COUNTY,109431,109431,109431,109431,109431,185671.03,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
926390,FL,SUWANNEE COUNTY,333243,333243,333243,333243,333243,470123.23,0,0,0,0,30.277422,-82.996208,Residential,Wood,1
216408,FL,SUWANNEE COUNTY,1178082,1178082,1178082,1178082,1178082,1429079.44,0,0,0,0,30.29394,-82.986315,Residential,Masonry,3
548404,FL,SUWANNEE COUNTY,92637,92637,92637,92637,92637,70357.06,0,0,0,0,30.29394,-82.986315,Residential,Wood,3
206428,FL,SUWANNEE COUNTY,91314,91314,91314,91314,91314,122481.66,0,0,0,0,30.29394,-82.986315,Residential,Wood,3
292458,FL,SUWANNEE COUNTY,29835,29835,29835,29835,29835,34787.61,0,596.7,0,0,30.29394,-82.986315,Residential,Wood,3
919465,FL,SUWANNEE COUNTY,28791,28791,28791,28791,28791,25858.92,0,0,0,0,30.29394,-82.986315,Residential,Wood,3
630483,FL,SUWANNEE COUNTY,5436,5436,5436,5436,5436,4986.09,0,0,0,0,30.277718,-82.996208,Residential,Wood,1
825224,FL,SUWANNEE COUNTY,885150,885150,885150,885150,885150,942036.82,0,17703,0,0,30.277718,-82.996208,Residential,Masonry,1
404295,FL,SUWANNEE COUNTY,28962,28962,28962,28962,28962,34832.25,0,0,0,0,30.277718,-82.996208,Residential,Wood,1
150387,FL,SUWANNEE COUNTY,6903,6903,6903,6903,6903,5514.88,0,0,0,0,30.277718,-82.996208,Residential,Wood,1
946844,FL,SUWANNEE COUNTY,64665,64665,64665,64665,64665,67354.16,0,1293.3,0,0,30.277718,-82.996208,Residential,Wood,1
751897,FL,SUWANNEE COUNTY,2264391,2264391,2264391,2264391,2264391,3313764.14,0,0,0,0,30.302156,-82.990372,Commercial,Reinforced Masonry,1
910845,FL,SUWANNEE COUNTY,4977,4977,4977,4977,4977,7389.35,0,0,0,0,30.302156,-82.990372,Residential,Wood,1
763316,FL,SUWANNEE COUNTY,61668,61668,61668,61668,61668,54449.27,0,0,0,0,30.27815,-82.98772,Residential,Wood,1
727002,FL,SUWANNEE COUNTY,14400,14400,14400,14400,14400,11891.17,0,288,0,0,30.27815,-82.98772,Residential,Wood,1
559336,FL,SUWANNEE COUNTY,72837,72837,72837,72837,72837,128904.59,0,0,0,0,30.27815,-82.98772,Residential,Wood,1
236251,FL,SUWANNEE COUNTY,72837,72837,72837,72837,72837,135498.67,0,0,0,0,30.27815,-82.98772,Residential,Wood,1
529747,FL,SUWANNEE COUNTY,161928,161928,161928,161928,161928,130964.13,0,0,0,0,30.277718,-82.996208,Residential,Wood,1
858323,FL,SUWANNEE COUNTY,604530,604530,0,0,604530,533249.87,0,0,0,0,30.304886,-82.982925,Residential,Masonry,1
158617,FL,SUWANNEE COUNTY,240622.2,240622.2,0,0,240622.2,285281.68,0,0,0,0,30.294222,-82.981773,Residential,Wood,3
334713,FL,SUWANNEE COUNTY,0,32094.19,0,0,32094.19,33176.15,0,0,0,0,30.28665,-83.00676,Residential,Wood,1
318842,FL,SUWANNEE COUNTY,0,32094.19,0,0,32094.19,31693.82,0,0,0,0,30.279175,-82.984116,Residential,Wood,1
649501,FL,SUWANNEE COUNTY,0,32094.19,0,0,32094.19,35484.95,0,0,0,0,30.29676,-82.987845,Residential,Wood,3
445540,FL,SUWANNEE COUNTY,0,74144.01,0,0,74144.01,66807.9,0,0,0,0,30.296389,-82.984627,Residential,Wood,3
371999,FL,SUWANNEE COUNTY,0,32094.19,0,0,32094.19,36578.14,0,0,0,0,30.300438,-83.004234,Residential,Wood,1
218472,FL,SUWANNEE COUNTY,0,1833.95,0,0,1833.95,1441.54,0,0,0,0,30.296616,-82.985657,Residential,Wood,1
580250,FL,SUWANNEE COUNTY,0,867339.18,0,0,867339.18,1192456.06,0,0,0,0,30.294773,-82.98127,Residential,Masonry,1
907556,FL,SUWANNEE COUNTY,0,930359.34,0,0,930359.34,1148774.22,0,0,0,0,30.293991,-82.981636,Residential,Masonry,3
327269,FL,SUWANNEE COUNTY,0,44565.08,0,0,44565.08,69684.63,0,0,0,0,30.306236,-82.992004,Residential,Wood,1
892361,FL,SUWANNEE COUNTY,0,1270260.69,0,0,1270260.69,1122402.35,0,0,0,0,30.306236,-82.992004,Residential,Masonry,1
398442,FL,SUWANNEE COUNTY,0,255027.8,0,0,255027.8,197085.49,0,0,0,0,30.306236,-82.992004,Residential,Wood,1
423598,FL,SUWANNEE COUNTY,0,265923.32,0,0,265923.32,321708.72,0,0,0,0,30.301989,-82.982346,Residential,Wood,1
327184,FL,SUWANNEE COUNTY,0,22924.42,0,0,22924.42,18783.7,0,0,0,0,30.304907,-82.982979,Residential,Wood,1
314582,FL,SUWANNEE COUNTY,0,2792753.33,0,0,2792753.33,3835344,0,0,0,0,30.297407,-82.982368,Commercial,Reinforced Masonry,3
975779,FL,SUWANNEE COUNTY,0,343866.37,0,0,343866.37,287890.42,0,0,0,0,30.296926,-82.981247,Residential,Wood,3
337568,FL,SUWANNEE COUNTY,0,1931904.47,0,0,1931904.47,1483030.33,0,0,0,0,30.294754,-82.981232,Commercial,Reinforced Masonry,1
459597,FL,SUWANNEE COUNTY,0,202488.69,0,0,202488.69,241042.54,0,0,0,0,30.306236,-82.992004,Residential,Wood,1
511988,FL,SUWANNEE COUNTY,0,308888.28,0,0,308888.28,354171.3,0,0,0,0,30.306236,-82.992004,Residential,Wood,1
455917,FL,SUWANNEE COUNTY,0,719781.99,0,0,719781.99,795934.93,0,0,0,0,30.306236,-82.992004,Residential,Masonry,1
304879,FL,SUWANNEE COUNTY,0,308888.28,0,0,308888.28,269009.57,0,0,0,0,30.306236,-82.992004,Residential,Wood,1
881425,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,17906.42,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
208817,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,10934.03,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
918862,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,20624.56,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
523984,FL,SUWANNEE COUNTY,0,14066.75,0,0,14066.75,12413.21,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
226520,FL,SUWANNEE COUNTY,0,28133.51,0,0,28133.51,45866.06,0,0,0,0,30.18676,-83.001305,Residential,Wood,3
413066,FL,SUWANNEE COUNTY,0,1383987.18,0,0,1383987.18,2371758.21,0,0,0,0,30.2974,-82.983528,Residential,Masonry,3
177491,FL,SUWANNEE COUNTY,0,72602.61,0,0,72602.61,66677.07,0,0,0,0,30.302427,-82.981133,Residential,Wood,1
906786,FL,SUWANNEE COUNTY,0,7260.26,0,0,7260.26,8806.41,0,0,0,0,30.279198,-82.996109,Residential,Wood,3
252960,FL,SUWANNEE COUNTY,0,1800544.63,0,0,1800544.63,2139219.88,0,0,0,0,30.289896,-83.007401,Commercial,Reinforced Masonry,3
753041,FL,SUWANNEE COUNTY,0,78741.16,0,0,78741.16,104037.54,0,0,0,0,30.289896,-83.007401,Residential,Wood,3
275656,FL,SUWANNEE COUNTY,0,14130000,0,0,14130000,12780000,0,0,0,0,30.295607,-82.986137,Commercial,Reinforced Concrete,3
366151,FL,SUWANNEE COUNTY,0,1669180.2,0,0,1669180.2,2377630.35,0,0,0,0,30.296305,-82.985733,Residential,Masonry,3
143520,FL,SUWANNEE COUNTY,0,399314.33,0,0,399314.33,406856.58,0,0,0,0,30.289896,-83.007401,Residential,Masonry,3
578715,FL,SUWANNEE COUNTY,0,97105.99,0,0,97105.99,77444.45,0,0,0,0,30.289896,-83.007401,Residential,Wood,3
728171,FL,SUWANNEE COUNTY,0,358672.3,0,0,358672.3,413362.66,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
147189,FL,SUWANNEE COUNTY,0,385701.35,0,0,385701.35,581398.49,0,0,0,0,30.2932,-82.9931,Residential,Masonry,4
626834,FL,SUWANNEE COUNTY,0,32671.17,0,0,32671.17,43275.19,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
840720,FL,SUWANNEE COUNTY,0,163355.86,0,0,163355.86,205674.83,0,0,0,0,30.2932,-82.9931,Residential,Wood,4
